Лондон;Оксфорд-стрит;Лондон, St. Oxford;Оксфорд-стрит — это центр Лондонского туристического притяжения: рано или поздно сюда выбрасывает почти всех. Отчасти потому, что здесь сходятся несколько туристических маршрутов, отчасти — потому, что это одна из самых известных шоппинг-улиц мира, упомянутая абсолютно во всех путеводителях. мира, упомянутая абсолютно во всех путеводителях.;https://static.tonkosti.ru/tonkosti/table_img/g83/6666/55421579.jpg;https://tonkosti.ru/%D0%9E%D0%BA%D1%81%D1%84%D0%BE%D1%80%D0%B4-%D1%81%D1%82%D1%80%D0%B8%D1%82
Лондон;Пикадилли;Лондон, City of Westminster;Улицу Пикадилли, наверное, знают даже те, кто никогда не был в Лондоне, — очень часто это место упоминают в своих произведениях писатели, музыканты и режиссеры. Пикадилли — одна из самых ярких и оживленных улиц в историческом центре города — Вестминстере. в историческом центре города — Вестминстере.;https://static.tonkosti.ru/tonkosti/table_img/g83/9797/55416532.jpg;https://tonkosti.ru/%D0%9F%D0%B8%D0%BA%D0%B0%D0%B4%D0%B8%D0%BB%D0%BB%D0%B8
Лондон;Район Сити в Лондоне;Лондон, City of London;С архитектурной точки зрения Сити можно назвать уникальным районом, поскольку он сочетает в себе старинные памятники и суперсовременные здания. Так, практически по соседству находятся Монумент о великом пожаре, Тауэр — крепость на берегу Темзы, собор Святого Павла и «огурец» — огромный небоскреб Мери-Экс. Павла и «огурец» — огромный небоскреб Мери-Экс.;https://static.tonkosti.ru/tonkosti/table_img/g83/7373/55416533.jpg;https://tonkosti.ru/%D0%A0%D0%B0%D0%B9%D0%BE%D0%BD_%D0%A1%D0%B8%D1%82%D0%B8_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Собор Святого Павла в Лондоне;Лондон, EC4M 8AD, St. Paul's Churchyard;В самой высокой точке Лондона, на Лангейт-Хилл, находится Собор Святого Павла (Сент-Пол). Эта крупнейшая в Европе англиканская церковь является резиденцией епископа Лондона. Датой открытия собора считается 20 октября 1708 года, но это уже был пятый собор, построенный на данном месте. был пятый собор, построенный на данном месте.;https://static.tonkosti.ru/tonkosti/table_img/g83/f1f1/55417562.jpg;https://tonkosti.ru/%D0%A1%D0%BE%D0%B1%D0%BE%D1%80_%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D0%B3%D0%BE_%D0%9F%D0%B0%D0%B2%D0%BB%D0%B0_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Сохо;Лондон, City of Westminster;Сохо — самый модный и оживленный район Лондона. Его обожают не только туристы, но и местные жители. Именно здесь можно встретить и банковских клерков, отдыхающих после офисной работы, и веселящихся артистов и музыкантов, и бесшабашных студентов. артистов и музыкантов, и бесшабашных студентов.;https://static.tonkosti.ru/tonkosti/table_img/g83/b2b2/55416539.jpg;https://tonkosti.ru/%D0%A1%D0%BE%D1%85%D0%BE
Лондон;Тауэр;Лондон, EC3N 4AB;Лондонский Тауэр является символом не только Лондона, но и всей Великобритании. Его особое место в британской истории стало причиной того, что Тауэр нынче является одной из самых посещаемых архитектурных и исторических достопримечательностей мира. архитектурных и исторических достопримечательностей мира.;https://static.tonkosti.ru/tonkosti/table_img/g83/8b8b/55418258.jpg;https://tonkosti.ru/%D0%A2%D0%B0%D1%83%D1%8D%D1%80
Лондон;Тауэрский мост;Лондон, SE1 2UP, Tower Bridge Rd;Самый растиражированный символ Лондона — Тауэрский мост — был открыт в 1894 году. Он одновременно и разводной, и висячий. Конструкция моста такова, что когда нижний центральный пролет разводится для прохода судов, верхняя галерея остается открыта для пешеходов верхняя галерея остается открыта для пешеходов;https://static.tonkosti.ru/tonkosti/table_img/g83/fafa/55418259.jpg;https://tonkosti.ru/%D0%A2%D0%B0%D1%83%D1%8D%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D1%81%D1%82
Лондон;Театр Глобус;Лондон, SE1 9DT, Bankside, New Globe Walk, 21;Театр «Глобус», один из старейших лондонских театров. Сегодняшний «Глобус» — это третий по счету театр с таким названием. Первый Globe Theatre был построен на южном берегу Темзы в 1599 году на средства труппы, пайщиком которой был и Уильям Шекспир. труппы, пайщиком которой был и Уильям Шекспир.;https://static.tonkosti.ru/tonkosti/table_img/g83/1313/55416411.jpg;https://tonkosti.ru/%D0%A2%D0%B5%D0%B0%D1%82%D1%80_%D0%93%D0%BB%D0%BE%D0%B1%D1%83%D1%81
Лондон;Театр Ковент-Гарден;Лондон, WC2E 9DD, Bow Street;Зрительный зал Королевского театра вмещает более 2200 зрителей. Над авансценой размещен экран, на который транслируются титры. Кроме того, в спинки некоторых сидений в партере встроены экраны, на которые передаются либретто постановок. экраны, на которые передаются либретто постановок.;https://static.tonkosti.ru/tonkosti/table_img/g83/3333/55418260.jpg;https://tonkosti.ru/%D0%A2%D0%B5%D0%B0%D1%82%D1%80_%D0%9A%D0%BE%D0%B2%D0%B5%D0%BD%D1%82-%D0%93%D0%B0%D1%80%D0%B4%D0%B5%D0%BD
Лондон;Трафальгарская площадь;Лондон, WC2N 5DN, City of Westminster;Находясь на пересечении трех самых важных улиц Вестминстера — Стрэнд, Уайтхолл и Мэлл — площадь является важной транспортной развязкой. Здесь же находится станция метро «Чаринг Кросс» линий Бэйкерлоо и Северной, имеющая важное значение в формировании пассажиропотока лондонского метро. формировании пассажиропотока лондонского метро.;https://static.tonkosti.ru/tonkosti/table_img/g83/dede/55418240.jpg;https://tonkosti.ru/%D0%A2%D1%80%D0%B0%D1%84%D0%B0%D0%BB%D1%8C%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%BB%D0%BE%D1%89%D0%B0%D0%B4%D1%8C
Лондон;Эбби-Роуд;Лондон, Abbey Rd;Эбби-Роуд — без преувеличения самый известный перекрёсток и самая известная звукозаписывающая студия в мире. Перекрёсток был увековечен на обложке одноименного альбома The Beatles, записанного как раз на этой самой студии в 1969 году. записанного как раз на этой самой студии в 1969 году.;https://static.tonkosti.ru/tonkosti/table_img/g83/4747/55418511.jpg;https://tonkosti.ru/%D0%AD%D0%B1%D0%B1%D0%B8-%D0%A0%D0%BE%D1%83%D0%B4
Лондон;ArcelorMittal Orbit;Лондон, Thornton Street, 5, Queen Elizabeth Olympic Park;В ходе подготовки к Олимпиаде 2012 мэрия Лондона пожелала украсить олимпийский парк каким-нибудь необычным сооружением. Объявленный конкурс выиграли Аниш Капур и Сесил Бэлмонд из дизайнерского бюро Orbit. и Сесил Бэлмонд из дизайнерского бюро Orbit.;https://static.tonkosti.ru/tonkosti/table_img/g83/1414/224895883.jpg;https://tonkosti.ru/ArcelorMittal_Orbit
Лондон;Альберт-холл;Лондон, Kensington Gore;Альберт-холл (или, точнее, Королевский Альберт-холл) замечают все туристы, кто забрел в Южный Кенсингтон. Неудивительно — это огромное здание почти круглой формы, прикрытое стеклянным куполом и расположенное прямо напротив Гайд парка сложно не заметить. прямо напротив Гайд парка сложно не заметить.;https://static.tonkosti.ru/tonkosti/table_img/g83/7777/55421164.jpg;https://tonkosti.ru/%D0%90%D0%BB%D1%8C%D0%B1%D0%B5%D1%80%D1%82-%D1%85%D0%BE%D0%BB%D0%BB
Лондон;Боро-маркет в Лондоне;Лондон, St. Southwark, 8;Это отдельная история. В Лондоне много магазинов для гурманов — в разных ценовых категориях, но по-настоящему серьезный рынок — только один, и это Боро-маркет. В другие места знаменитые шеф-повары ходят закупать продукты для своего ресторана, сюда они ходят для себя — чтобы готовить дома. сюда они ходят для себя — чтобы готовить дома.;https://static.tonkosti.ru/tonkosti/table_img/g83/1f1f/55421232.jpg;https://tonkosti.ru/%D0%91%D0%BE%D1%80%D0%BE-%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Вестминстерский дворец;Лондон, Westminster;Королевская резиденция и символ парламентаризма, готическое здание, возведенное в 19 веке, архитектурный шедевр и лабиринт лестниц и переходов, собрание художественных ценностей и государственный архив. художественных ценностей и государственный архив.;https://static.tonkosti.ru/tonkosti/table_img/g83/4c4c/224896703.jpg;https://tonkosti.ru/%D0%92%D0%B5%D1%81%D1%82%D0%BC%D0%B8%D0%BD%D1%81%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%B2%D0%BE%D1%80%D0%B5%D1%86
Лондон;Вокзал Виктория в Лондоне;Лондон, St. Victoria;Лондонский вокзал Виктория (London Victoria station) снаружи выглядит как живая иллюстрация к книгам о Шерлоке Холмсе. В этом нет ничего странного — он был построен как раз тогда, когда были написаны истории о знаменитом сыщике. Вообще первая станция появилась тут в 1860 г. Вообще первая станция появилась тут в 1860 г.;https://static.tonkosti.ru/tonkosti/table_img/g83/7575/55421933.jpg;https://tonkosti.ru/%D0%92%D0%BE%D0%BA%D0%B7%D0%B0%D0%BB_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Галерея института Курто;Лондон, Strand, Somerset House;Здание называется Сомерсет-хаус. Первый дворец на этом месте построен, соответствующе, герцогом Сомерсетским, регентом при малолетнем короле — сыне Генриха VIII. История плохо закончилась: герцога казнили, дворец перешел в собственность короны да так и остается там до сих пор. собственность короны да так и остается там до сих пор.;https://static.tonkosti.ru/tonkosti/table_img/g83/9999/55421596.jpg;https://tonkosti.ru/%D0%93%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82%D0%B0_%D0%9A%D1%83%D1%80%D1%82%D0%BE
Лондон;Галерея Саатчи;Лондон, SW3 4RY, King's Rd, Duke Of York's HQ;Самый шокирующий из всех британских музеев — Галерея Саатчи — славится выставками концептуального современного искусства, не всегда доступного для понимания широкой публике. Экспонаты ввергают посетителей в шок и трепет, часто вызывают недоумение и почти всегда приводят в изумление. недоумение и почти всегда приводят в изумление.;https://static.tonkosti.ru/tonkosti/table_img/g83/dede/55416423.jpg;https://tonkosti.ru/%D0%93%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F_%D0%A1%D0%B0%D0%B0%D1%82%D1%87%D0%B8
Лондон;Галерея Тейт;Лондон, SW1P 4RG, Millbank;Личная коллекция, принадлежащая когда-то промышленнику сэру Генри Тейту, легла в основу крупнейшего в мире собрания произведений английского искусства 16-20 веков — галереи Тейт. Первоначальное ее название — Галерея Британского искусства. ее название — Галерея Британского искусства.;https://static.tonkosti.ru/tonkosti/table_img/g83/0c0c/55416895.jpg;https://tonkosti.ru/%D0%93%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F_%D0%A2%D0%B5%D0%B9%D1%82
Лондон;Галерея «Тейт-Модерн»;Лондон, Bankside, Tate Modern;Внешне галерея Тейт-Модерн совсем не похожа на музей: темное, мрачное здание индустриального вида выглядит как завод или склад. Забавно, но исходно это действительно индустриальная постройка — галерея работает в бывшем здании электростанции, и это не единственная здесь оригинальная вещь. это не единственная здесь оригинальная вещь.;https://static.tonkosti.ru/tonkosti/table_img/g83/f0f0/55421407.jpg;https://tonkosti.ru/%D0%93%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F_%C2%AB%D0%A2%D0%B5%D0%B9%D1%82-%D0%9C%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%C2%BB
Лондон;Грейс-инн в Лондоне;Лондон, Gray’s Inn;Грейс-инн (Gray’s Inn) туристы часто обходят стороной, а зря — это интересное, необычное и яркое место. Старинные стены окружают зеленые газоны, бродят студенты, то тут, то там пробегают юристы, одетые в черные адвокатские мантии. Да, париков они сейчас уже не носят, а вот мантии попадаются. сейчас уже не носят, а вот мантии попадаются.;https://static.tonkosti.ru/tonkosti/table_img/g83/3c3c/55421934.jpg;https://tonkosti.ru/%D0%93%D1%80%D0%B5%D0%B9%D1%81-%D0%B8%D0%BD%D0%BD_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Гринвич;Лондон, Blackheath Avenue;Гринвич, без сомненья, одно из наиболее посещаемых мест Лондона. В прошлом это была деревня, а теперь — огромный парк в предместье столицы Великобритании. Гринвич служил морскими воротами Лондона, именно поэтому здесь практически все связано с мореплаванием. здесь практически все связано с мореплаванием.;https://static.tonkosti.ru/tonkosti/table_img/g83/1b1b/55416528.jpg;https://tonkosti.ru/%D0%93%D1%80%D0%B8%D0%BD%D0%B2%D0%B8%D1%87
Лондон;Грин-парк в Лондоне;Лондон, City of Westminster;Королевский Грин-парк очень маленький и многие путеводители не выделяют его в качестве отдельной достопримечательности, потому что через него и так проходят почти все туристы в Лондоне: он расположен по дороге между Букингемским дворцом и Пиккадилли. дороге между Букингемским дворцом и Пиккадилли.;https://static.tonkosti.ru/tonkosti/table_img/g83/9b9b/55421411.jpg;https://tonkosti.ru/%D0%93%D1%80%D0%B8%D0%BD-%D0%BF%D0%B0%D1%80%D0%BA_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Дом-музей Чарльза Диккенса в Лондоне;Лондон, St. Doughty, 48;В Лондоне в отлично отреставрированном доме на Даути-стрит, 48, в районе Холборн, находится кусочек викторианской эпохи Англии, частичка ее истории, жизни старой Англии. Это дом-музей великого английского писателя Чарльза Диккенса. великого английского писателя Чарльза Диккенса.;https://static.tonkosti.ru/tonkosti/table_img/g83/2f2f/55421165.jpg;https://tonkosti.ru/%D0%94%D0%BE%D0%BC-%D0%BC%D1%83%D0%B7%D0%B5%D0%B9_%D0%A7%D0%B0%D1%80%D0%BB%D1%8C%D0%B7%D0%B0_%D0%94%D0%B8%D0%BA%D0%BA%D0%B5%D0%BD%D1%81%D0%B0_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Институт современных искусств в Лондоне;Лондон, St. James's, Carlton House Terrace, 10;В галерею Института современных искусств русские туристы добираются не так часто — в России этот музей малоизвестен. Но зато он прославился в Западной Европе и США, посетители оттуда появляются в нем часто. А основная масса визитеров — британцы. часто. А основная масса визитеров — британцы.;https://static.tonkosti.ru/tonkosti/table_img/g83/a9a9/55421992.jpg;https://tonkosti.ru/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%81%D0%BE%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Канэри-Уорф;London, Canary Wharf;Восточная часть Лондона до недавнего времени не была в почете у туристов, ведь исторически сложилось, что там проживали беднейшие слои английской столицы. Но с развитием района Канээри-Уорф облик Ист-энда начал преображаться. Это новый бизнес квартал, расположенный на Собачьем острове. бизнес квартал, расположенный на Собачьем острове.;https://static.tonkosti.ru/tonkosti/table_img/g83/c2c2/206344569.jpg;https://tonkosti.ru/%D0%9A%D0%B0%D0%BD%D1%8D%D1%80%D0%B8-%D0%A3%D0%BE%D1%80%D1%84
Лондон;Кенсингтонские сады;Лондон, Kensington Gardens;Исходно это был только парк, который в начале 16 века создал один из самых знаменитых английских монархов — Генрих VIII. Помимо перевода страны в протестантство, Реформации и скверной привычки казнить своих жен он еще прославился тем, что сделал постоянной королевской резиденцией не Тауэр. постоянной королевской резиденцией не Тауэр.;https://static.tonkosti.ru/tonkosti/table_img/g83/4242/55421685.jpg;https://tonkosti.ru/%D0%9A%D0%B5%D0%BD%D1%81%D0%B8%D0%BD%D0%B3%D1%82%D0%BE%D0%BD%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%B0%D0%B4%D1%8B
Лондон;Кенсингтонский дворец;Лондон, Kensington Gardens;Официальная резиденция нынешних принца и принцессы Кембриджских, Кенсингтонский дворец — самый скромный из всех монарших резиденций Британской королевской семьи. Однако это вовсе не умаляет его ценности: вот уже четвертое столетие в этих стенах протекает повседневная жизнь представителей Короны. протекает повседневная жизнь представителей Короны.;https://static.tonkosti.ru/tonkosti/table_img/g83/9090/55419460.jpg;https://tonkosti.ru/%D0%9A%D0%B5%D0%BD%D1%81%D0%B8%D0%BD%D0%B3%D1%82%D0%BE%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%B2%D0%BE%D1%80%D0%B5%D1%86
Лондон;Ковент-гарден;Лондон, WC2E, Covent Garden;В лондонский Ковент-гарден вы влюбитесь с первого взгляда. Этот район города настолько оживленный и самобытный, что никого не оставляет равнодушным. Практически на каждом шагу туриста поджидает что-то интересное. Конечно, главная достопримечательность района — огромная площадь Ковент-гарден. достопримечательность района — огромная площадь Ковент-гарден.;https://static.tonkosti.ru/tonkosti/table_img/g83/5c5c/55416530.jpg;https://tonkosti.ru/%D0%9A%D0%BE%D0%B2%D0%B5%D0%BD%D1%82-%D0%B3%D0%B0%D1%80%D0%B4%D0%B5%D0%BD
Лондон;Коллекция Уоллеса в Лондоне;Лондон, Manchester Square, Hertford House;Принадлежала коллекция знаменитому коллекционеру сэру Ричарду Уоллесу (а собрал ее, по большей части, отец сэра Ричарда — маркиз Хертфордский), и после его смерти коллекция была подарена нации его женой. Коллекция подарена вместе с домом, в котором она располагалась и до сих пор находится там. она располагалась и до сих пор находится там.;https://static.tonkosti.ru/tonkosti/table_img/g83/baba/55421824.jpg;https://tonkosti.ru/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F_%D0%A3%D0%BE%D0%BB%D0%BB%D0%B5%D1%81%D0%B0_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
Лондон;Колонна Нельсона;Лондон, City of Westminster, Trafalgar Square;Памятник адмиралу Горацио Нельсону в виде высокой колонны расположен в центре Трафальгарской площади в Лондоне. Строительство колонны заняло три года — с 1840 по 1843. Нельсон погиб в Трафальгарском сражении в 1805 году и именно поэтому скульптуру установили на одноименной площади Лондона. скульптуру установили на одноименной площади Лондона.;https://static.tonkosti.ru/tonkosti/table_img/g83/f9f9/55416885.jpg;https://tonkosti.ru/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BD%D0%BD%D0%B0_%D0%9D%D0%B5%D0%BB%D1%8C%D1%81%D0%BE%D0%BD%D0%B0
Лондон;Королевские ботанические сады Кью;Лондон, Brentford Gate;В Кью гарденз русские туристы ездят редко. А зря: это крупнейшая в мире коллекция живых растений, собранная на территории огромного и очень красивого парка, а садоводов в России много, да и тех, кто просто любит растения, — тоже. да и тех, кто просто любит растения, — тоже.;https://static.tonkosti.ru/tonkosti/table_img/g83/8585/55421242.jpg;https://tonkosti.ru/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B5_%D0%B1%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%B0%D0%B4%D1%8B_%D0%9A%D1%8C%D1%8E
Лондон;Королевский театр Друри-Лейн;Лондон, St. Catherine;Большинству из нас это название знакомо со школьного детства — этот театр упоминается в огромном количестве произведений европейской и американской литературы, и это неудивительно: до начала 20 века он был одним из самых знаменитых театров мира. он был одним из самых знаменитых театров мира.;https://static.tonkosti.ru/tonkosti/table_img/g83/2525/55421333.jpg;https://tonkosti.ru/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D0%B5%D0%B0%D1%82%D1%80_%D0%94%D1%80%D1%83%D1%80%D0%B8-%D0%9B%D0%B5%D0%B9%D0%BD
Лондон;Купол тысячелетия;Гринвич, Peninsula Square;Накануне 2000 г. на полуострове Гринвич, задев своим краем нулевой меридиан, приземлилась огромная белая летающая тарелка. 12 длинных стрел выдвинулись сверху и подвесили ее на тонких канатах. Но космический корабль имел вполне земное происхождение. космический корабль имел вполне земное происхождение.;https://static.tonkosti.ru/tonkosti/table_img/g83/cccc/224897743.jpg;https://tonkosti.ru/%D0%9A%D1%83%D0%BF%D0%BE%D0%BB_%D1%82%D1%8B%D1%81%D1%8F%D1%87%D0%B5%D0%BB%D0%B5%D1%82%D0%B8%D1%8F
Лондон;Линкольнс-инн в Лондоне;Лондон, Lincoln’s Inn;Линкольнс-инн (Lincoln’s Inn) — довольно известная достопримечательность британской столицы, она входит почти во все хорошие европейские путеводители. В этом нет ничего странного — это крупный и неплохо сохранившийся комплекс построек. крупный и неплохо сохранившийся комплекс построек.;https://static.tonkosti.ru/tonkosti/table_img/g83/2828/55421994.jpg;https://tonkosti.ru/%D0%9B%D0%B8%D0%BD%D0%BA%D0%BE%D0%BB%D1%8C%D0%BD%D1%81-%D0%B8%D0%BD%D0%BD_%D0%B2_%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5
